"Relative humidity, %",Air temperature at vent (C),"Air pressure  at vent, atm",vent diameter (m),vent elevation (m),initial velocity (m/s),magma temperature (c),weight fraction gas,magma specific heat (j/kg k),magma density (kg/m3),mixture density (kg/m3),mass fraction water added,mass flux total (kg/s),calculated height (km),sparks heigth (km),mastin et al 2009 height (km),inum,z,m_m,m_a,m_v,m_l,m_i,u,r,T_mix,T_air,rho_mix,rho_air,time,p_air,water,ice,vent equivalent init (m),mer eq,run,mass flux (kg/s),dry plume height (km),delta z (km),region,Ri,Thermal Ri,g prime,Ri_T
0,0.0,1.0,24.0,0.0,100.0,1100.0,0.03,1000.0,2500.0,3.492,0.5,158000.0,0.832,4.788,5.433,1.0,0.0,0.485,0.001,0.168,0.347,0.0,100.0,12.0,373.2,273.1,3.492,1.292,0.0,101300.0,1210.0,0.0,11.7,241689.5715,Grid_Runs_out_run95846.txt,79000.0,5.343,-4.511,1.0,0.019544071,0.056740154,25.51433437,0.010701818
0,0.0,1.0,21.3,0.0,100.0,1100.0,0.03,1000.0,2500.0,3.629,0.51,130000.0,0.784,4.555,5.182,1.0,0.0,0.475,0.001,0.161,0.363,0.0,100.0,10.7,373.2,273.1,3.629,1.292,0.0,101300.0,1320.0,0.0,10.5,194654.6516,Grid_Runs_out_run102436.txt,63700.0,5.053,-4.269,1.0,0.018631787,0.050198245,26.55455882,0.009497864
0,0.0,1.0,18.5,0.0,100.0,1100.0,0.03,1000.0,2500.0,3.778,0.52,102000.0,0.76,4.282,4.886,1.0,0.0,0.465,0.001,0.155,0.379,0.0,100.0,9.3,373.2,273.1,3.778,1.292,0.0,101300.0,1430.0,0.0,9.2,149438.274,Grid_Runs_out_run104478.txt,48960.0,4.72,-3.96,1.0,0.017365826,0.043111177,27.68589783,0.008249318
0,0.0,1.0,15.3,0.0,100.0,1100.0,0.03,1000.0,2500.0,3.939,0.53,72800.0,0.832,3.933,4.508,1.0,0.0,0.455,0.001,0.148,0.395,0.0,100.0,7.7,373.2,273.1,3.939,1.292,0.0,101300.0,1560.0,0.0,7.7,104680.946,Grid_Runs_out_run104940.txt,34216.0,4.308,-3.476,1.0,0.015475731,0.034933792,28.90835139,0.006822409
0,0.0,1.0,13.4,0.0,100.0,1100.0,0.03,1000.0,2500.0,4.115,0.54,58000.0,0.737,3.712,4.268,1.0,0.0,0.446,0.001,0.142,0.411,0.0,100.0,6.7,373.2,273.1,4.115,1.292,0.0,101300.0,1690.0,0.0,6.8,81640.1913,Grid_Runs_out_run104350.txt,26680.0,4.042,-3.305,1.0,0.014575595,0.03002736,30.24469814,0.005975182
0,0.0,1.0,11.3,0.0,100.0,1100.0,0.03,1000.0,2500.0,4.307,0.55,43200.0,0.712,3.443,3.974,1.0,0.0,0.436,0.001,0.136,0.427,0.0,100.0,5.6,373.2,273.1,4.307,1.292,0.0,101300.0,1840.0,0.0,5.8,59393.9454,Grid_Runs_out_run109214.txt,19440.0,3.726,-3.014,1.0,0.013277668,0.02457577,31.70253096,0.005038773
0,0.0,1.0,7.3,0.0,100.0,1100.0,0.03,1000.0,2500.0,4.518,0.56,18900.0,3.467,2.793,3.259,1.0,0.0,0.426,0.001,0.129,0.443,0.0,100.0,3.7,373.2,273.1,4.518,1.292,0.0,101300.0,2000.0,0.0,3.8,25494.90403,Grid_Runs_out_run97526.txt,8316.0,3.002,0.465,3.0,0.009307959,0.013672589,33.30462848,0.003255136
0,0.0,1.0,9.4,0.0,100.0,1100.0,0.03,1000.0,2500.0,4.518,0.56,31500.0,0.67,3.179,3.683,1.0,0.0,0.426,0.001,0.129,0.443,0.0,100.0,4.7,373.2,273.1,4.518,1.292,0.0,101300.0,2000.0,0.0,4.9,42391.45746,Grid_Runs_out_run99788.txt,13860.0,3.418,-2.748,1.0,0.012002368,0.019669338,33.30462848,0.004191545
0,0.0,1.0,7.0,0.0,100.0,1100.0,0.03,1000.0,2500.0,4.751,0.57,18400.0,3.637,2.772,3.235,1.0,0.0,0.417,0.001,0.123,0.46,0.0,100.0,3.5,373.2,273.1,4.751,1.292,0.0,101300.0,2180.0,0.0,3.7,24170.72273,Grid_Runs_out_run107421.txt,7912.0,2.962,0.675,3.0,0.009717595,0.01312743,35.07376935,0.003121364
0,0.0,1.0,7.2,0.0,100.0,1100.0,0.03,1000.0,2500.0,4.751,0.57,19400.0,0.69,2.81,3.277,1.0,0.0,0.417,0.001,0.123,0.46,0.0,100.0,3.6,373.2,273.1,4.751,1.292,0.0,101300.0,2180.0,0.0,3.8,25494.90403,Grid_Runs_out_run95282.txt,8342.0,3.002,-2.312,1.0,0.009980232,0.013672589,35.07376935,0.003210545
0,0.0,1.0,492.3,0.0,125.0,700.0,0.03,1000.0,2500.0,7.351,0.0,175000000.0,1.971,28.4,29.42,1.0,0.0,0.969,0.001,0.03,0.0,0.0,125.0,246.2,973.3,273.1,7.351,1.292,0.0,101300.0,0.0,0.0,492.3,534879400.9,Grid_Runs_out_run114175.txt,175000000.0,1.971,0.0,,1.449496784,0.491939424,54.81525542,0.132465271
0,0.0,1.0,579.1,0.0,125.0,700.0,0.03,1000.0,2500.0,5.805,0.01,191000000.0,2.138,29.045,30.054,1.0,0.0,0.959,0.001,0.0397,0.0,0.0,125.0,289.5,936.6,273.1,5.805,1.292,0.0,101300.0,0.0,0.0,512.0,578543639.4,Grid_Runs_out_run122390.txt,189090000.0,1.812,0.326,3.0,1.122850049,0.552561804,43.07666409,0.155820919
0,0.0,1.0,684.5,0.0,125.0,700.0,0.03,1000.0,2500.0,4.868,0.02,224000000.0,2.079,30.237,31.224,1.0,0.0,0.95,0.001,0.0494,0.0,0.0,125.0,342.2,900.7,273.1,4.868,1.292,0.0,101300.0,0.0,0.0,551.4,671011131.5,Grid_Runs_out_run124489.txt,219520000.0,1.647,0.432,3.0,0.958188026,0.643582375,35.96213622,0.184181349
0,0.0,1.0,736.8,0.0,125.0,700.0,0.03,1000.0,2500.0,4.244,0.03,226000000.0,2.373,30.316,31.301,1.0,0.0,0.94,0.001,0.059,0.0,0.0,125.0,368.4,865.6,273.1,4.244,1.292,0.0,101300.0,0.0,0.0,551.4,671011131.5,Grid_Runs_out_run125611.txt,219220000.0,1.647,0.726,3.0,0.790987431,0.696835026,31.22417957,0.198253934
0,0.0,1.0,782.4,0.0,125.0,700.0,0.03,1000.0,2500.0,3.803,0.04,229000000.0,2.777,30.396,31.379,1.0,0.0,0.93,0.001,0.0687,0.0,0.0,125.0,391.2,831.1,273.1,3.803,1.292,0.0,101300.0,0.0,0.0,551.4,671011131.5,Grid_Runs_out_run109585.txt,219840000.0,1.647,1.13,3.0,0.672821626,0.755888787,27.87571981,0.210523721
0,0.0,1.0,918.9,0.0,125.0,700.0,0.03,1000.0,2500.0,3.233,0.06,268000000.0,2.513,31.65,32.606,1.0,0.0,0.911,0.001,0.0881,0.0,0.0,125.0,459.4,764.2,273.1,3.233,1.292,0.0,101300.0,0.0,0.0,590.8,770330644.0,Grid_Runs_out_run120343.txt,251920000.0,1.552,0.961,3.0,0.557253096,0.958058753,23.54777864,0.247252361
0,0.0,1.0,871.8,0.0,125.0,700.0,0.03,1000.0,2500.0,2.786,0.09,208000000.0,3.004,29.673,30.67,1.0,0.0,0.882,0.001,0.117,0.0,0.0,125.0,435.9,668.2,273.1,2.786,1.292,0.0,101300.0,0.0,0.0,512.0,578543639.4,Grid_Runs_out_run116164.txt,189280000.0,1.812,1.192,3.0,0.37171238,1.085615974,20.15376161,0.234578962
0,0.0,1.0,822.1,0.0,125.0,700.0,0.03,1000.0,2500.0,2.699,0.1,179000000.0,3.046,28.572,29.589,1.0,0.0,0.872,0.001,0.127,0.0,0.0,125.0,411.1,637.2,273.1,2.699,1.292,0.0,101300.0,0.0,0.0,472.6,492928167.5,Grid_Runs_out_run125173.txt,161100000.0,25.6,-22.554,2.0,0.323127769,1.101716323,19.49318111,0.22120597
0,0.0,1.0,732.1,0.0,125.0,700.0,0.03,1000.0,2500.0,2.635,0.11,139000000.0,3.275,26.772,27.817,1.0,0.0,0.862,0.001,0.137,0.0,0.0,125.0,366.0,606.7,273.1,2.635,1.292,0.0,101300.0,0.0,0.0,413.5,377352497.8,Grid_Runs_out_run112683.txt,123710000.0,23.484,-20.209,2.0,0.269859676,1.062881708,19.00723684,0.196989285
0,0.0,1.0,636.8,0.0,125.0,700.0,0.03,1000.0,2500.0,2.589,0.12,103000000.0,3.284,24.83,25.899,1.0,0.0,0.853,0.001,0.146,0.0,0.0,125.0,318.4,576.7,273.1,2.589,1.292,0.0,101300.0,0.0,0.0,354.5,277350325.8,Grid_Runs_out_run125671.txt,90640000.0,21.86,-18.576,2.0,0.223430616,1.007968907,18.6579644,0.171346505
0,0.0,1.0,536.7,0.0,125.0,700.0,0.03,1000.0,2500.0,2.56,0.13,72400000.0,3.075,22.699,23.786,1.0,0.0,0.843,0.001,0.156,0.0,0.0,125.0,268.3,547.1,273.1,2.56,1.292,0.0,101300.0,0.0,0.0,295.4,192582661.0,Grid_Runs_out_run111574.txt,62988000.0,20.196,-17.121,2.0,0.182018785,0.932588198,18.4377709,0.144412169
0,0.0,1.0,396.8,0.0,125.0,700.0,0.03,1000.0,2500.0,2.547,0.14,39400000.0,3.229,19.445,20.538,1.0,0.0,0.833,0.001,0.166,0.0,0.0,125.0,198.4,517.9,273.1,2.547,1.292,0.0,101300.0,0.0,0.0,216.6,103541179.0,Grid_Runs_out_run123626.txt,33884000.0,17.806,-14.577,2.0,0.132095689,0.76187698,18.33906347,0.106768677
0,0.0,1.0,253.9,0.0,125.0,700.0,0.03,1000.0,2500.0,2.548,0.15,16100000.0,3.36,15.5,16.563,1.0,0.0,0.824,0.001,0.175,0.0,0.0,125.0,126.9,489.1,273.1,2.548,1.292,0.0,101300.0,0.0,0.0,137.8,41907778.17,Grid_Runs_out_run121288.txt,13685000.0,15.146,-11.786,2.0,0.08410568,0.541600785,18.34665635,0.068317961
0,0.0,1.0,154.6,0.0,125.0,700.0,0.03,1000.0,2500.0,2.564,0.16,6020000.0,2.44,12.068,13.062,1.0,0.0,0.814,0.001,0.185,0.0,0.0,125.0,77.3,460.7,273.1,2.564,1.292,0.0,101300.0,0.0,0.0,83.7,15461339.53,Grid_Runs_out_run124291.txt,5056800.0,12.934,-10.494,1.0,0.051736737,0.368510152,18.46814241,0.041598885
0,0.0,1.0,104.6,0.0,125.0,700.0,0.03,1000.0,2500.0,2.595,0.17,2790000.0,2.021,9.923,10.848,1.0,0.0,0.804,0.001,0.195,0.0,0.0,125.0,52.3,432.7,273.1,2.595,1.292,0.0,101300.0,0.0,0.0,56.6,7070157.094,Grid_Runs_out_run111933.txt,2315700.0,11.289,-9.268,1.0,0.035838293,0.280369438,18.70352167,0.02814517
0,0.0,1.0,86.2,0.0,125.0,700.0,0.03,1000.0,2500.0,2.641,0.18,1930000.0,1.791,9.037,9.927,1.0,0.0,0.795,0.001,0.204,0.0,0.0,125.0,43.1,405.1,273.1,2.641,1.292,0.0,101300.0,0.0,0.0,46.8,4833791.43,Grid_Runs_out_run120130.txt,1582600.0,10.188,-8.397,1.0,0.030679217,0.263196294,19.05279412,0.023194203
0,0.0,1.0,76.6,0.0,125.0,700.0,0.03,1000.0,2500.0,2.705,0.19,1560000.0,1.737,8.56,9.429,1.0,0.0,0.785,0.001,0.214,0.0,0.0,125.0,38.3,377.6,273.1,2.705,1.292,0.0,101300.0,0.0,0.0,41.8,3856104.235,Grid_Runs_out_run117036.txt,1263600.0,9.566,-7.829,1.0,0.028701521,0.269645599,19.53873839,0.02061109
0,0.0,1.0,71.8,0.0,125.0,700.0,0.03,1000.0,2500.0,2.764,0.2,1400000.0,1.594,8.333,9.191,1.0,0.0,0.775,0.001,0.212,0.0118,0.0,125.0,35.9,373.2,273.1,2.764,1.292,0.0,101300.0,32.6,0.0,39.4,3426010.147,Grid_Runs_out_run112978.txt,1120000.0,9.255,-7.661,1.0,0.028183213,0.259686512,19.98671827,0.019319534
0,0.0,1.0,62.3,0.0,125.0,700.0,0.03,1000.0,2500.0,2.888,0.22,1100000.0,1.455,7.839,8.674,1.0,0.0,0.756,0.001,0.203,0.0403,0.0,125.0,31.2,373.2,273.1,2.888,1.292,0.0,101300.0,116.0,0.0,34.5,2626844.661,Grid_Runs_out_run113096.txt,858000.0,8.592,-7.137,1.0,0.026757064,0.22629552,20.92823529,0.016763328
0,0.0,1.0,55.4,0.0,125.0,700.0,0.03,1000.0,2500.0,2.954,0.23,889000.0,1.471,7.424,8.238,1.0,0.0,0.746,0.001,0.198,0.0545,0.0,125.0,27.7,373.2,273.1,2.954,1.292,0.0,101300.0,161.0,0.0,30.8,2093618.92,Grid_Runs_out_run119786.txt,684530.0,8.061,-6.59,1.0,0.024875293,0.201081914,21.42936533,0.014906715
0,0.0,1.0,50.6,0.0,125.0,700.0,0.03,1000.0,2500.0,3.022,0.24,761000.0,1.424,7.136,7.934,1.0,0.0,0.736,0.001,0.194,0.0688,0.0,125.0,25.3,373.2,273.1,3.022,1.292,0.0,101300.0,208.0,0.0,28.3,1767539.274,Grid_Runs_out_run117328.txt,578360.0,7.685,-6.261,1.0,0.023791346,0.184045694,21.94568111,0.013615159
0,0.0,1.0,45.9,0.0,125.0,700.0,0.03,1000.0,2500.0,3.095,0.25,640000.0,1.432,6.831,7.612,1.0,0.0,0.727,0.001,0.189,0.083,0.0,125.0,23.0,373.2,273.1,3.095,1.292,0.0,101300.0,257.0,0.0,25.8,1469046.738,Grid_Runs_out_run127023.txt,480000.0,7.292,-5.86,1.0,0.022604864,0.167009474,22.4999613,0.01235051
0,0.0,1.0,41.4,0.0,125.0,700.0,0.03,1000.0,2500.0,3.17,0.26,534000.0,1.441,6.523,7.286,1.0,0.0,0.717,0.001,0.185,0.0972,0.0,125.0,20.7,373.2,273.1,3.17,1.292,0.0,101300.0,308.0,0.0,23.4,1208447.858,Grid_Runs_out_run110329.txt,395160.0,6.898,-5.457,1.0,0.021354918,0.150654703,23.06942724,0.011139675
0,0.0,1.0,39.1,0.0,125.0,700.0,0.03,1000.0,2500.0,3.25,0.27,487000.0,1.282,6.373,7.126,1.0,0.0,0.707,0.001,0.18,0.111,0.0,125.0,19.5,373.2,273.1,3.25,1.292,0.0,101300.0,362.0,0.0,22.2,1087682.523,Grid_Runs_out_run115531.txt,355510.0,6.693,-5.411,1.0,0.021122831,0.142477317,23.67685759,0.010520805
0,0.0,1.0,34.5,0.0,125.0,700.0,0.03,1000.0,2500.0,3.334,0.28,389000.0,1.315,6.018,6.75,1.0,0.0,0.698,0.001,0.176,0.126,0.0,125.0,17.2,373.2,273.1,3.334,1.292,0.0,101300.0,419.0,0.0,19.7,856502.5368,Grid_Runs_out_run110127.txt,280080.0,6.255,-4.94,1.0,0.019548275,0.125441097,24.31465944,0.009283063
0,0.0,1.0,32.2,0.0,125.0,700.0,0.03,1000.0,2500.0,3.422,0.29,348000.0,1.201,5.85,6.571,1.0,0.0,0.688,0.001,0.171,0.14,0.0,125.0,16.1,373.2,273.1,3.422,1.292,0.0,101300.0,479.0,0.0,18.5,755335.0852,Grid_Runs_out_run127605.txt,247080.0,6.053,-4.852,1.0,0.019148634,0.117263711,24.98283282,0.008664192
0,0.0,1.0,27.7,0.0,125.0,700.0,0.03,1000.0,2500.0,3.515,0.3,264000.0,1.328,5.454,6.147,1.0,0.0,0.678,0.001,0.166,0.154,0.0,125.0,13.8,373.2,273.1,3.515,1.292,0.0,101300.0,542.0,0.0,16.0,564984.0228,Grid_Runs_out_run124121.txt,184800.0,5.612,-4.284,1.0,0.017284066,0.100227491,25.68897059,0.007453358
0,0.0,1.0,25.4,0.0,125.0,700.0,0.03,1000.0,2500.0,3.613,0.31,229000.0,1.177,5.261,5.941,1.0,0.0,0.669,0.001,0.162,0.168,0.0,125.0,12.7,373.2,273.1,3.613,1.292,0.0,101300.0,609.0,0.0,14.8,483414.4545,Grid_Runs_out_run127709.txt,158010.0,5.388,-4.211,1.0,0.016692575,0.092050105,26.43307276,0.006834487
0,0.0,1.0,23.0,0.0,125.0,700.0,0.03,1000.0,2500.0,3.717,0.32,193000.0,1.113,5.04,5.704,1.0,0.0,0.659,0.001,0.157,0.183,0.0,125.0,11.5,373.2,273.1,3.717,1.292,0.0,101300.0,679.0,0.0,13.5,402220.0709,Grid_Runs_out_run115358.txt,131240.0,5.136,-4.023,1.0,0.015908601,0.083191271,27.2227322,0.006188709
0,0.0,1.0,19.8,0.0,125.0,700.0,0.03,1000.0,2500.0,3.826,0.33,147000.0,1.141,4.704,5.343,1.0,0.0,0.649,0.001,0.153,0.197,0.0,125.0,9.9,373.2,273.1,3.826,1.292,0.0,101300.0,753.0,0.0,11.7,302111.9644,Grid_Runs_out_run116825.txt,98490.0,4.766,-3.625,1.0,0.014407179,0.070925192,28.05035604,0.005327671
0,0.0,1.0,17.6,0.0,125.0,700.0,0.03,1000.0,2500.0,3.943,0.34,121000.0,1.063,4.469,5.09,1.0,0.0,0.64,0.001,0.148,0.211,0.0,125.0,8.8,373.2,273.1,3.943,1.292,0.0,101300.0,833.0,0.0,10.5,243318.3145,Grid_Runs_out_run118874.txt,79860.0,4.504,-3.441,1.0,0.013526502,0.062747806,28.93872291,0.004735707
0,0.0,1.0,15.3,0.0,125.0,700.0,0.03,1000.0,2500.0,4.067,0.35,94000.0,1.012,4.195,4.793,1.0,0.0,0.63,0.001,0.144,0.225,0.0,125.0,7.7,373.2,273.1,4.067,1.292,0.0,101300.0,917.0,0.0,9.2,186797.8425,Grid_Runs_out_run122215.txt,61100.0,4.205,-3.193,1.0,0.012406157,0.053888972,29.88023994,0.004116837
0,0.0,1.0,10.3,0.0,125.0,700.0,0.03,1000.0,2500.0,4.199,0.36,43300.0,4.13,3.447,3.978,1.0,0.0,0.62,0.001,0.139,0.24,0.0,125.0,5.1,373.2,273.1,4.199,1.292,0.0,101300.0,1010.0,0.0,6.2,84835.88218,Grid_Runs_out_run110037.txt,27712.0,3.429,0.701,3.0,0.008758368,0.033445508,30.8825,0.002771465
0,0.0,1.0,12.2,0.0,125.0,700.0,0.03,1000.0,2500.0,4.199,0.36,61700.0,1.036,3.771,4.332,1.0,0.0,0.62,0.001,0.139,0.24,0.0,125.0,6.1,373.2,273.1,4.199,1.292,0.0,101300.0,1010.0,0.0,7.4,120853.6136,Grid_Runs_out_run111319.txt,39488.0,3.757,-2.721,1.0,0.010453536,0.041622893,30.8825,0.003282706
0,0.0,1.0,821.3,0.0,125.0,900.0,0.03,1000.0,2500.0,6.103,0.0,404000000.0,2.578,35.13,35.999,1.0,0.0,0.969,0.001,0.03,0.0,0.0,125.0,410.6,1173.0,273.1,6.103,1.292,0.0,101300.0,0.0,0.0,748.3,1235798580.0,Grid_Runs_out_run130477.txt,404000000.0,2.578,0.0,,1.749434029,0.515282906,45.33934211,0.229175552
0,0.0,1.0,1028.0,0.0,125.0,900.0,0.03,1000.0,2500.0,4.807,0.01,499000000.0,2.677,37.058,37.87,1.0,0.0,0.959,0.001,0.0397,0.0,0.0,125.0,514.0,1131.6,273.1,4.807,1.292,0.0,101300.0,0.0,0.0,827.1,1509775046.0,Grid_Runs_out_run140894.txt,494010000.0,1.832,0.845,3.0,1.412764645,0.612082151,35.49897059,0.28685312
0,0.0,1.0,1291.9,0.0,125.0,900.0,0.03,1000.0,2500.0,4.015,0.02,658000000.0,2.393,39.76,40.485,1.0,0.0,0.95,0.001,0.0494,0.0,0.0,125.0,646.0,1092.4,273.1,4.015,1.292,0.0,101300.0,0.0,0.0,945.2,1971712670.0,Grid_Runs_out_run142934.txt,644840000.0,1.61,0.783,3.0,1.250713455,0.750728305,29.48541022,0.360491776
0,0.0,1.0,1509.4,0.0,125.0,900.0,0.03,1000.0,2500.0,3.488,0.03,780000000.0,2.704,41.519,42.183,1.0,0.0,0.94,0.001,0.059,0.0,0.0,125.0,754.7,1053.4,273.1,3.488,1.292,0.0,101300.0,0.0,0.0,1024.0,2314174557.0,Grid_Runs_out_run144341.txt,756600000.0,1.533,1.171,3.0,1.092744829,0.874745127,25.48396285,0.421182976
0,0.0,1.0,1729.3,0.0,125.0,900.0,0.03,1000.0,2500.0,3.114,0.04,914000000.0,3.233,43.226,43.826,1.0,0.0,0.93,0.001,0.0687,0.0,0.0,125.0,864.7,1015.3,273.1,3.114,1.292,0.0,101300.0,0.0,0.0,1102.8,2684044526.0,Grid_Runs_out_run128622.txt,877440000.0,1.478,1.755,3.0,0.976408604,1.014180813,22.64422601,0.482543872
0,0.0,1.0,2081.4,0.0,125.0,900.0,0.03,1000.0,2500.0,2.837,0.05,1210000000.0,2.884,46.381,46.857,1.0,0.0,0.921,0.001,0.0784,0.0,0.0,125.0,1040.7,978.0,273.1,2.837,1.292,0.0,101300.0,0.0,0.0,1260.3,3505452396.0,Grid_Runs_out_run135413.txt,1149500000.0,1.406,1.478,3.0,0.94621295,1.249301573,20.54099845,0.580793856
0,0.0,1.0,2311.3,0.0,125.0,900.0,0.03,1000.0,2500.0,2.625,0.06,1380000000.0,3.278,47.964,48.372,1.0,0.0,0.911,0.001,0.0881,0.0,0.0,125.0,1155.7,941.4,273.1,2.625,1.292,0.0,101300.0,0.0,0.0,1339.1,3957511826.0,Grid_Runs_out_run132094.txt,1297200000.0,1.38,1.898,3.0,0.867420391,1.432721927,18.93130805,0.644945152
0,0.0,1.0,2540.9,0.0,125.0,900.0,0.03,1000.0,2500.0,2.461,0.07,1560000000.0,3.804,49.508,49.848,1.0,0.0,0.901,0.001,0.0978,0.0,0.0,125.0,1270.5,905.5,273.1,2.461,1.292,0.0,101300.0,0.0,0.0,1417.8,4436353508.0,Grid_Runs_out_run142777.txt,1450800000.0,1.359,2.445,3.0,0.805408022,1.639678224,17.68607585,0.709012736
0,0.0,1.0,2916.7,0.0,125.0,900.0,0.03,1000.0,2500.0,2.331,0.08,1950000000.0,3.521,52.375,52.584,1.0,0.0,0.892,0.001,0.107,0.0,0.0,125.0,1458.4,870.3,273.1,2.331,1.292,0.0,101300.0,0.0,0.0,1575.4,5477443210.0,Grid_Runs_out_run128675.txt,1794000000.0,1.325,2.196,3.0,0.795413314,1.972482078,16.69900155,0.813875968
0,0.0,1.0,3149.8,0.0,125.0,900.0,0.03,1000.0,2500.0,2.228,0.09,2170000000.0,3.777,53.839,53.977,1.0,0.0,0.882,0.001,0.117,0.0,0.0,125.0,1574.9,835.7,273.1,2.228,1.292,0.0,101300.0,0.0,0.0,1654.2,6039100184.0,Grid_Runs_out_run131694.txt,1974700000.0,1.312,2.465,3.0,0.752402678,2.246282554,15.91693498,0.878920192
0,0.0,1.0,3227.2,0.0,125.0,900.0,0.03,1000.0,2500.0,2.146,0.1,2190000000.0,4.681,53.99,54.121,1.0,0.0,0.872,0.001,0.127,0.0,0.0,125.0,1613.6,801.8,273.1,2.146,1.292,0.0,101300.0,0.0,0.0,1654.2,6039100184.0,Grid_Runs_out_run128245.txt,1971000000.0,1.312,3.369,3.0,0.686487059,2.44024305,15.29431889,0.900517888
0,0.0,1.0,3452.4,0.0,125.0,900.0,0.03,1000.0,2500.0,2.081,0.11,2430000000.0,4.315,55.438,55.497,1.0,0.0,0.862,0.001,0.137,0.0,0.0,125.0,1726.2,768.3,273.1,2.081,1.292,0.0,101300.0,0.0,0.0,1732.9,6627400325.0,Grid_Runs_out_run130471.txt,2162700000.0,1.3,3.015,3.0,0.664411243,2.78422561,14.80078173,0.963357696
0,0.0,1.0,3514.4,0.0,125.0,900.0,0.03,1000.0,2500.0,2.031,0.12,2460000000.0,4.467,55.595,55.646,1.0,0.0,0.853,0.001,0.146,0.0,0.0,125.0,1757.2,735.5,273.1,2.031,1.292,0.0,101300.0,0.0,0.0,1732.9,6627400325.0,Grid_Runs_out_run141868.txt,2164800000.0,1.3,3.167,3.0,0.622306601,3.038090706,14.42113777,0.980658176
0,0.0,1.0,3406.0,0.0,125.0,900.0,0.03,1000.0,2500.0,1.993,0.13,2270000000.0,4.923,54.456,54.564,1.0,0.0,0.843,0.001,0.156,0.0,0.0,125.0,1703.0,703.1,273.1,1.993,1.292,0.0,101300.0,0.0,0.0,1654.2,6039100184.0,Grid_Runs_out_run143020.txt,1974900000.0,1.312,3.611,3.0,0.56349816,3.173445122,14.13260836,0.95041024
0,0.0,1.0,3284.9,0.0,125.0,900.0,0.03,1000.0,2500.0,1.966,0.14,2080000000.0,4.848,53.279,53.444,1.0,0.0,0.833,0.001,0.166,0.0,0.0,125.0,1642.5,671.2,273.1,1.966,1.292,0.0,101300.0,0.0,0.0,1575.4,5477443210.0,Grid_Runs_out_run133131.txt,1788800000.0,1.325,3.523,3.0,0.515985153,3.316249039,13.92760062,0.916618496
0,0.0,1.0,2676.1,0.0,125.0,900.0,0.03,1000.0,2500.0,1.941,0.16,1360000000.0,4.908,47.856,48.269,1.0,0.0,0.814,0.001,0.185,0.0,0.0,125.0,1338.0,608.8,273.1,1.941,1.292,0.0,101300.0,0.0,0.0,1260.3,3505452396.0,Grid_Runs_out_run143509.txt,1142400000.0,1.406,3.502,3.0,0.397470683,3.224005017,13.73777864,0.746738944
0,0.0,1.0,2355.1,0.0,125.0,900.0,0.03,1000.0,2500.0,1.942,0.17,1060000000.0,4.454,44.855,45.393,1.0,0.0,0.804,0.001,0.195,0.0,0.0,125.0,1177.5,578.2,273.1,1.942,1.292,0.0,101300.0,0.0,0.0,1102.8,2684044526.0,Grid_Runs_out_run142507.txt,879800000.0,1.478,2.976,3.0,0.348334573,3.127144774,13.74537152,0.657167104
0,0.0,1.0,1772.5,0.0,125.0,900.0,0.03,1000.0,2500.0,1.952,0.18,602000000.0,5.177,38.876,39.631,1.0,0.0,0.795,0.001,0.204,0.0,0.0,125.0,886.2,548.1,273.1,1.952,1.292,0.0,101300.0,0.0,0.0,827.1,1509775046.0,Grid_Runs_out_run142612.txt,493640000.0,1.832,3.345,3.0,0.265270175,2.60901147,13.82130031,0.4945984
0,0.0,1.0,1352.3,0.0,125.0,900.0,0.03,1000.0,2500.0,1.971,0.19,354000000.0,4.696,33.967,34.866,1.0,0.0,0.785,0.001,0.214,0.0,0.0,125.0,676.1,518.3,273.1,1.971,1.292,0.0,101300.0,0.0,0.0,630.2,876502176.7,Grid_Runs_out_run141379.txt,286740000.0,30.295,-25.599,2.0,0.207938373,2.221985437,13.96556502,0.377345792
0,0.0,1.0,928.8,0.0,125.0,900.0,0.03,1000.0,2500.0,1.999,0.2,169000000.0,4.501,28.167,29.191,1.0,0.0,0.775,0.001,0.224,0.0,0.0,125.0,464.4,488.9,273.1,1.999,1.292,0.0,101300.0,0.0,0.0,433.2,414164716.0,Grid_Runs_out_run139108.txt,135200000.0,25.231,-20.73,2.0,0.148831319,1.715014043,14.17816563,0.259172352
0,0.0,1.0,526.1,0.0,125.0,900.0,0.03,1000.0,2500.0,2.038,0.21,55400000.0,4.663,21.204,22.297,1.0,0.0,0.766,0.001,0.233,0.0,0.0,125.0,263.0,459.9,273.1,2.038,1.292,0.0,101300.0,0.0,0.0,246.2,133774180.3,Grid_Runs_out_run138530.txt,43766000.0,19.782,-15.119,2.0,0.089251052,1.098987264,14.47428793,0.146802944
0,0.0,1.0,334.7,0.0,125.0,900.0,0.03,1000.0,2500.0,2.087,0.22,22900000.0,3.122,16.954,18.033,1.0,0.0,0.756,0.001,0.243,0.0,0.0,125.0,167.3,431.2,273.1,2.087,1.292,0.0,101300.0,0.0,0.0,157.5,54746620.77,Grid_Runs_out_run134522.txt,17862000.0,16.657,-13.535,2.0,0.060846297,0.797374374,14.84633901,0.093394688
